target	set	yes	no
14	11,41,38,92	5	4
15	11,41,38,92	5	5
16	11,41,38,92	4	5
17	11,41,38,92	3	6
18	11,41,38,92	6	3
19	11,41,38,92	4	5
20	11,41,38,92	1	8
21	11,41,38,92	6	3
22	11,41,38,92	5	4
23	11,41,38,92	4	5
24	11,41,38,92	6	6
25	11,41,38,92	7	5
26	11,41,38,92	5	4
27	11,41,38,92	5	4
28	11,41,38,92	4	5
29	11,41,38,92	6	5
30	11,41,38,92	7	9
31	11,41,38,92	8	3
32	11,41,38,92	4	5
33	11,41,38,92	5	5
34	11,41,38,92	5	4
35	11,41,38,92	5	6
36	11,41,38,92	5	4
37	11,41,38,92	7	3
38	11,41,38,92	4	5
39	11,41,38,92	4	7
40	11,41,38,92	4	8
41	11,41,38,92	4	5
42	11,41,38,92	8	6
43	11,41,38,92	4	5
44	11,41,38,92	1	8
45	11,41,38,92	5	5
46	11,41,38,92	5	4
47	11,41,38,92	6	4
48	11,41,38,92	6	4
49	11,41,38,92	5	5
50	11,41,38,92	4	5
51	11,41,38,92	7	3
52	11,41,38,92	6	3
53	11,41,38,92	7	4
54	11,41,38,92	3	7
55	11,41,38,92	6	4
56	11,41,38,92	5	4
57	11,41,38,92	8	3
58	11,41,38,92	4	5
59	11,41,38,92	5	4
60	11,41,38,92	5	6
61	11,41,38,92	4	5
62	11,41,38,92	5	4
63	11,41,38,92	6	5
64	11,41,38,92	7	4
65	11,41,38,92	3	7
66	11,41,38,92	7	4
67	11,41,38,92	3	7
68	11,41,38,92	5	4
69	11,41,38,92	6	8
70	11,41,38,92	4	5
71	11,41,38,92	5	4
72	11,41,38,92	7	3
73	11,41,38,92	3	7
74	11,41,38,92	2	7
75	11,41,38,92	3	7
76	11,41,38,92	4	6
77	11,41,38,92	5	5
78	11,41,38,92	7	3
79	11,41,38,92	4	5
80	11,41,38,92	3	6
81	11,41,38,92	7	3
82	11,41,38,92	5	4
83	11,41,38,92	4	5
84	11,41,38,92	5	4
85	11,41,38,92	2	7
86	11,41,38,92	4	5
87	11,41,38,92	7	3
88	11,41,38,92	6	3
89	11,41,38,92	7	4
90	11,41,38,92	3	7
91	11,41,38,92	4	5
92	11,41,38,92	4	5
93	11,41,38,92	3	6
94	11,41,38,92	4	7
95	11,41,38,92	2	8
96	11,41,38,92	3	7
97	11,41,38,92	2	7
98	11,41,38,92	4	5
99	11,41,38,92	1	8
100	11,41,38,92	1	9
1	12	3	7
2	12	6	7
3	12	1	9
4	12	5	5
5	12	3	7
6	12	4	5
7	12	2	7
8	12	5	5
9	12	4	9
10	12	4	6
11	12	5	5
12	12	6	3
13	12	2	7
14	12	7	3
15	12	2	8
16	12	3	6
17	12	3	7
18	12	7	3
19	12	3	6
20	12	6	7
21	12	1	8
22	12	5	4
23	12	3	8
24	12	7	2
25	12	3	7
26	12	4	6
27	12	3	6
28	12	5	5
29	12	4	9
30	12	3	8
31	12	1	8
32	12	7	3
33	12	1	8
34	12	2	7
35	12	4	7
36	12	7	4
37	12	2	7
38	12	3	6
39	12	2	7
40	12	6	4
41	12	2	8
42	12	9	3
43	12	1	8
44	12	4	5
45	12	1	9
46	12	4	5
47	12	1	9
48	12	5	4
49	12	3	7
50	12	2	8
51	12	2	13
52	12	5	4
53	12	2	9
54	12	4	5
55	12	1	8
56	12	3	7
57	12	0	9
58	12	1	9
59	12	2	7
60	12	4	5
61	12	0	10
62	12	3	6
63	12	3	9
64	12	4	6
65	12	1	8
66	12	4	5
67	12	3	7
68	12	3	6
69	12	3	9
70	12	2	8
71	12	0	9
72	12	7	3
73	12	1	12
74	12	3	7
75	12	2	8
76	12	4	5
77	12	2	7
78	12	3	7
79	12	3	6
80	12	3	6
81	12	2	11
82	12	4	6
83	12	2	8
84	12	6	3
85	12	2	7
86	12	3	6
87	12	1	9
88	12	2	7
89	12	3	6
90	12	2	9
91	12	1	9
92	12	3	6
93	12	2	7
94	12	2	7
95	12	2	9
96	12	5	5
97	12	0	9
98	12	6	4
99	12	1	8
100	12	3	6
1	12,84,8	0	11
2	12,84,8	7	5
3	12,84,8	0	11
4	12,84,8	6	3
5	12,84,8	1	9
6	12,84,8	7	3
7	12,84,8	1	9
8	12,84,8	12	1
9	12,84,8	1	9
10	12,84,8	8	4
11	12,84,8	0	12
12	12,84,8	8	2
13	12,84,8	0	11
14	12,84,8	12	2
15	12,84,8	2	10
16	12,84,8	11	0
17	12,84,8	0	11
18	12,84,8	9	3
19	12,84,8	1	10
20	12,84,8	11	0
21	12,84,8	2	9
22	12,84,8	8	4
23	12,84,8	1	13
24	12,84,8	10	0
25	12,84,8	0	10
26	12,84,8	8	3
27	12,84,8	0	11
28	12,84,8	9	1
29	12,84,8	1	10
30	12,84,8	9	1
31	12,84,8	0	10
32	12,84,8	11	3
33	12,84,8	1	9
34	12,84,8	7	3
35	12,84,8	0	12
36	12,84,8	10	0
37	12,84,8	0	11
38	12,84,8	9	3
39	12,84,8	0	11
40	12,84,8	12	0
41	12,84,8	1	10
42	12,84,8	9	1
43	12,84,8	1	10
44	12,84,8	9	2
45	12,84,8	1	9
46	12,84,8	9	2
47	12,84,8	0	11
48	12,84,8	10	2
49	12,84,8	0	10
50	12,84,8	6	5
51	12,84,8	0	10
52	12,84,8	6	4
53	12,84,8	0	12
54	12,84,8	13	2
55	12,84,8	1	11
56	12,84,8	10	1
57	12,84,8	0	13
58	12,84,8	8	2
59	12,84,8	0	9
60	12,84,8	9	1
61	12,84,8	0	15
62	12,84,8	5	5
63	12,84,8	1	8
64	12,84,8	10	1
65	12,84,8	1	9
66	12,84,8	8	2
67	12,84,8	0	9
68	12,84,8	9	4
69	12,84,8	1	9
70	12,84,8	7	3
71	12,84,8	0	13
72	12,84,8	9	1
73	12,84,8	1	8
74	12,84,8	8	4
75	12,84,8	0	11
76	12,84,8	8	4
77	12,84,8	1	13
78	12,84,8	9	3
79	12,84,8	0	10
80	12,84,8	9	0
81	12,84,8	2	9
82	12,84,8	9	2
83	12,84,8	2	10
84	12,84,8	7	2
85	12,84,8	1	12
86	12,84,8	8	4
87	12,84,8	0	10
88	12,84,8	10	0
89	12,84,8	0	11
90	12,84,8	10	5
91	12,84,8	0	11
92	12,84,8	9	6
93	12,84,8	1	9
94	12,84,8	10	3
95	12,84,8	0	11
96	12,84,8	10	0
97	12,84,8	0	10
98	12,84,8	5	4
99	12,84,8	2	9
100	12,84,8	9	3
1	13	9	1
2	13	2	9
3	13	9	2
4	13	1	8
5	13	4	5
6	13	3	13
7	13	9	2
8	13	1	10
9	13	6	5
10	13	2	10
11	13	9	3
12	13	2	11
13	13	7	2
14	13	7	8
15	13	9	2
16	13	1	8
17	13	7	3
18	13	3	12
19	13	9	2
20	13	2	9
21	13	4	6
22	13	3	9
23	13	8	2
24	13	1	10
25	13	5	6
26	13	6	3
27	13	5	4
28	13	2	9
29	13	9	5
30	13	2	9
31	13	10	1
32	13	4	8
33	13	6	6
34	13	4	10
35	13	5	6
36	13	3	8
37	13	7	5
38	13	3	11
39	13	9	3
40	13	2	7
41	13	6	6
42	13	1	9
43	13	6	6
44	13	3	10
45	13	6	4
46	13	3	6
47	13	5	5
48	13	2	8
49	13	6	4
50	13	2	8
51	13	6	4
52	13	3	9
53	13	7	6
54	13	0	10
55	13	4	7
56	13	3	9
57	13	4	6
58	13	1	9
59	13	9	3
60	13	2	12
61	13	5	5
62	13	3	8
63	13	3	6
64	13	1	11
65	13	4	7
66	13	4	7
67	13	8	6
68	13	2	8
69	13	6	8
70	13	2	10
71	13	4	6
72	13	0	14
73	13	7	2
74	13	1	11
75	13	4	8
76	13	3	13
77	13	3	6
78	13	2	9
79	13	9	7
80	13	2	8
81	13	4	7
82	13	1	9
83	13	7	8
84	13	2	8
85	13	5	5
86	13	0	12
87	13	6	8
88	13	1	13
89	13	6	4
90	13	1	9
91	13	6	8
92	13	1	13
93	13	4	7
94	13	0	10
95	13	6	5
96	13	4	10
97	13	8	4
98	13	0	12
99	13	4	6
100	13	2	8
1	13,91	5	5
2	13,91	2	8
3	13,91	5	6
4	13,91	1	9
5	13,91	2	7
6	13,91	1	9
7	13,91	4	8
8	13,91	0	13
9	13,91	5	8
10	13,91	1	10
11	13,91	5	5
12	13,91	2	8
13	13,91	8	1
14	13,91	2	7
15	13,91	5	6
16	13,91	2	8
17	13,91	7	8
18	13,91	3	8
19	13,91	7	5
20	13,91	2	8
21	13,91	8	5
22	13,91	2	11
23	13,91	8	5
24	13,91	3	7
25	13,91	6	5
26	13,91	2	9
27	13,91	5	11
28	13,91	3	9
29	13,91	4	6
30	13,91	1	10
31	13,91	10	3
32	13,91	3	7
33	13,91	4	7
34	13,91	1	9
35	13,91	3	7
36	13,91	2	7
37	13,91	5	5
38	13,91	1	10
39	13,91	6	5
40	13,91	0	9
41	13,91	7	2
42	13,91	6	5
43	13,91	4	10
44	13,91	1	11
45	13,91	4	6
46	13,91	1	11
47	13,91	4	8
48	13,91	2	11
49	13,91	1	9
50	13,91	1	9
51	13,91	7	4
52	13,91	2	8
53	13,91	6	7
54	13,91	0	10
55	13,91	4	6
56	13,91	2	7
57	13,91	5	8
58	13,91	0	10
59	13,91	4	6
60	13,91	2	8
61	13,91	8	1
62	13,91	2	9
63	13,91	4	5
64	13,91	2	7
65	13,91	5	8
66	13,91	2	8
67	13,91	2	7
68	13,91	2	9
69	13,91	7	4
70	13,91	1	11
71	13,91	7	4
72	13,91	3	8
73	13,91	5	5
74	13,91	2	8
75	13,91	4	7
76	13,91	2	12
77	13,91	3	8
78	13,91	4	10
79	13,91	5	9
80	13,91	4	10
81	13,91	14	4
82	13,91	3	11
83	13,91	7	4
84	13,91	2	7
85	13,91	4	9
86	13,91	2	11
87	13,91	3	8
88	13,91	0	10
89	13,91	3	8
90	13,91	3	10
91	13,91	10	1
92	13,91	0	11
93	13,91	3	7
94	13,91	2	10
95	13,91	2	8
96	13,91	3	8
97	13,91	3	6
98	13,91	1	9
99	13,91	3	7
100	13,91	1	9
1	14	4	5
2	14	4	6
3	14	1	9
4	14	8	2
5	14	0	9
6	14	8	4
7	14	5	4
8	14	6	4
9	14	3	7
10	14	8	8
11	14	3	6
12	14	7	3
13	14	5	5
14	14	10	3
15	14	3	6
16	14	8	1
17	14	4	6
18	14	5	4
19	14	4	8
20	14	8	1
21	14	4	9
22	14	3	6
23	14	3	8
24	14	7	2
25	14	1	10
26	14	8	2
27	14	2	9
28	14	8	2
29	14	1	8
30	14	5	6
31	14	1	10
32	14	4	8
33	14	0	12
34	14	3	7
35	14	4	6
36	14	9	6
37	14	2	7
38	14	6	5
39	14	2	8
40	14	7	3
41	14	1	10
42	14	7	4
43	14	0	10
44	14	6	3
45	14	1	10
46	14	4	5
47	14	0	11
48	14	7	2
49	14	0	15
50	14	2	9
51	14	3	11
52	14	3	8
53	14	0	11
54	14	4	5
55	14	0	10
56	14	9	3
57	14	1	8
58	14	3	9
59	14	1	9
60	14	4	6
61	14	1	9
62	14	6	4
63	14	1	9
64	14	5	4
65	14	0	11
66	14	2	10
67	14	1	9
68	14	7	5
69	14	1	8
70	14	8	1
71	14	0	11
72	14	5	7
73	14	0	10
74	14	3	7
75	14	1	10
76	14	4	7
77	14	1	8
78	14	6	9
79	14	1	10
80	14	5	8
81	14	1	9
82	14	5	5
83	14	0	13
84	14	4	5
85	14	2	9
86	14	6	7
87	14	0	12
88	14	8	7
89	14	1	11
90	14	5	7
91	14	1	10
92	14	4	7
93	14	0	14
94	14	3	7
95	14	1	9
96	14	4	8
97	14	0	12
98	14	7	5
99	14	0	10
100	14	7	5
1	14,47	3	9
2	14,47	2	10
3	14,47	1	9
4	14,47	10	5
5	14,47	1	10
6	14,47	3	6
7	14,47	5	5
8	14,47	1	8
9	14,47	0	9
10	14,47	1	9
11	14,47	3	10
12	14,47	4	6
13	14,47	2	7
14	14,47	8	1
15	14,47	2	7
16	14,47	3	8
17	14,47	4	6
18	14,47	3	6
19	14,47	3	7
20	14,47	2	7
21	14,47	3	6
22	14,47	5	6
23	14,47	4	7
24	14,47	9	5
25	14,47	4	6
26	14,47	2	9
27	14,47	5	6
28	14,47	3	8
29	14,47	2	9
30	14,47	2	7
31	14,47	5	8
32	14,47	3	8
33	14,47	3	6
34	14,47	9	3
35	14,47	2	7
36	14,47	3	8
37	14,47	5	6
38	14,47	4	7
39	14,47	3	7
40	14,47	5	5
41	14,47	11	5
42	14,47	8	5
43	14,47	6	3
44	14,47	4	7
45	14,47	8	6
46	14,47	11	4
47	14,47	11	0
48	14,47	3	9
49	14,47	8	2
50	14,47	1	10
51	14,47	1	9
52	14,47	2	9
53	14,47	1	9
54	14,47	4	6
55	14,47	4	6
56	14,47	2	8
57	14,47	9	5
58	14,47	2	8
59	14,47	2	11
60	14,47	3	7
61	14,47	5	6
62	14,47	1	9
63	14,47	3	6
64	14,47	4	6
65	14,47	3	9
66	14,47	1	9
67	14,47	8	5
68	14,47	2	8
69	14,47	3	7
70	14,47	1	8
71	14,47	1	10
72	14,47	4	7
73	14,47	3	7
74	14,47	6	4
75	14,47	1	8
76	14,47	4	7
77	14,47	4	9
78	14,47	4	6
79	14,47	0	9
80	14,47	2	9
81	14,47	4	6
82	14,47	3	10
83	14,47	2	8
84	14,47	4	6
85	14,47	2	7
86	14,47	2	7
87	14,47	3	6
88	14,47	3	8
89	14,47	2	9
90	14,47	3	7
91	14,47	1	12
92	14,47	3	9
93	14,47	2	7
94	14,47	6	4
95	14,47	2	9
96	14,47	3	10
97	14,47	4	10
98	14,47	2	12
99	14,47	0	10
100	14,47	2	10
1	14,98,91	1	9
2	14,98,91	1	9
3	14,98,91	4	7
4	14,98,91	4	7
5	14,98,91	2	8
6	14,98,91	0	11
7	14,98,91	2	8
8	14,98,91	0	12
9	14,98,91	4	7
10	14,98,91	5	6
11	14,98,91	5	5
12	14,98,91	4	6
13	14,98,91	1	11
14	14,98,91	8	3
15	14,98,91	3	7
16	14,98,91	5	8
17	14,98,91	5	5
18	14,98,91	3	9
19	14,98,91	6	4
20	14,98,91	4	8
21	14,98,91	9	3
22	14,98,91	4	5
23	14,98,91	5	6
24	14,98,91	5	4
25	14,98,91	4	6
26	14,98,91	4	6
27	14,98,91	4	6
28	14,98,91	6	4
29	14,98,91	3	7
30	14,98,91	3	6
31	14,98,91	6	4
32	14,98,91	5	5
33	14,98,91	4	7
34	14,98,91	4	7
35	14,98,91	5	4
36	14,98,91	6	4
37	14,98,91	4	7
38	14,98,91	6	6
39	14,98,91	6	4
40	14,98,91	5	4
41	14,98,91	8	4
42	14,98,91	6	3
43	14,98,91	2	7
44	14,98,91	5	6
45	14,98,91	5	5
46	14,98,91	3	6
47	14,98,91	6	6
48	14,98,91	8	5
49	14,98,91	7	4
50	14,98,91	5	5
51	14,98,91	7	3
52	14,98,91	6	4
53	14,98,91	4	5
54	14,98,91	4	7
55	14,98,91	6	6
56	14,98,91	6	3
57	14,98,91	2	7
58	14,98,91	5	4
59	14,98,91	5	9
60	14,98,91	6	7
61	14,98,91	5	5
62	14,98,91	6	4
63	14,98,91	7	3
64	14,98,91	5	7
65	14,98,91	5	5
66	14,98,91	4	7
67	14,98,91	4	5
68	14,98,91	7	2
69	14,98,91	4	7
70	14,98,91	8	3
71	14,98,91	7	3
72	14,98,91	1	8
73	14,98,91	4	7
74	14,98,91	4	6
75	14,98,91	6	4
76	14,98,91	4	6
77	14,98,91	13	3
78	14,98,91	8	4
79	14,98,91	2	7
80	14,98,91	4	7
81	14,98,91	5	5
82	14,98,91	6	8
83	14,98,91	4	6
84	14,98,91	9	0
85	14,98,91	6	7
86	14,98,91	4	5
87	14,98,91	4	6
88	14,98,91	6	5
89	14,98,91	4	6
90	14,98,91	5	4
91	14,98,91	7	3
92	14,98,91	4	8
93	14,98,91	5	4
94	14,98,91	8	2
95	14,98,91	6	4
96	14,98,91	6	4
97	14,98,91	5	6
98	14,98,91	6	4
99	14,98,91	2	9
100	14,98,91	5	4
1	15	5	10
2	15	0	9
3	15	8	8
4	15	0	9
5	15	6	3
6	15	2	7
7	15	3	6
8	15	4	5
9	15	6	4
10	15	8	6
11	15	4	6
12	15	6	3
13	15	5	9
14	15	5	4
15	15	14	2
16	15	4	10
17	15	6	7
18	15	5	6
19	15	8	3
20	15	7	4
21	15	3	8
22	15	1	8
23	15	2	7
24	15	3	8
25	15	8	4
26	15	2	7
27	15	5	5
28	15	0	9
29	15	3	8
30	15	6	5
31	15	2	8
32	15	0	10
33	15	2	7
34	15	0	10
35	15	9	6
36	15	2	9
37	15	1	8
38	15	0	9
39	15	6	5
40	15	6	5
41	15	4	6
42	15	1	8
43	15	1	8
44	15	0	11
45	15	9	2
46	15	1	8
47	15	0	9
48	15	0	10
49	15	2	7
50	15	5	4
51	15	2	8
52	15	0	9
53	15	3	8
54	15	2	9
55	15	7	3
56	15	0	11
57	15	3	8
58	15	2	8
59	15	2	7
60	15	4	6
61	15	0	9
62	15	0	15
63	15	2	8
64	15	0	9
65	15	8	5
66	15	2	7
67	15	3	7
68	15	0	12
69	15	2	8
70	15	2	7
71	15	4	7
72	15	1	8
73	15	1	8
74	15	1	8
75	15	6	3
76	15	1	8
77	15	3	7
78	15	0	10
79	15	2	8
80	15	2	8
81	15	1	9
82	15	0	13
83	15	2	8
84	15	1	8
85	15	5	4
86	15	0	10
87	15	4	10
88	15	1	10
89	15	2	9
90	15	7	2
91	15	2	7
92	15	0	11
93	15	4	8
94	15	1	15
95	15	7	5
96	15	1	8
97	15	1	9
98	15	1	12
99	15	1	8
100	15	3	6
1	15,11	11	4
2	15,11	3	14
3	15,11	5	5
4	15,11	6	9
5	15,11	5	7
6	15,11	5	10
7	15,11	7	7
8	15,11	5	7
9	15,11	5	4
10	15,11	5	5
11	15,11	7	2
12	15,11	5	6
13	15,11	10	2
14	15,11	2	7
15	15,11	10	4
16	15,11	5	8
17	15,11	6	3
18	15,11	5	4
19	15,11	7	4
20	15,11	1	9
21	15,11	6	5
22	15,11	1	8
23	15,11	5	10
24	15,11	1	9
25	15,11	6	5
26	15,11	4	9
27	15,11	5	10
28	15,11	0	11
29	15,11	4	9
30	15,11	3	9
31	15,11	5	8
32	15,11	1	14
33	15,11	2	7
34	15,11	0	10
35	15,11	4	6
36	15,11	0	13
37	15,11	4	9
38	15,11	1	15
39	15,11	3	7
40	15,11	0	9
41	15,11	6	4
42	15,11	0	9
43	15,11	4	7
44	15,11	1	13
45	15,11	5	5
46	15,11	1	14
47	15,11	3	9
48	15,11	2	9
49	15,11	1	8
50	15,11	0	11
51	15,11	12	4
52	15,11	1	8
53	15,11	4	6
54	15,11	0	12
55	15,11	5	6
56	15,11	1	10
57	15,11	2	8
58	15,11	0	9
59	15,11	4	8
60	15,11	0	12
61	15,11	2	8
62	15,11	0	13
63	15,11	5	13
64	15,11	0	10
65	15,11	2	7
66	15,11	0	11
67	15,11	6	9
68	15,11	0	9
69	15,11	7	4
70	15,11	1	12
71	15,11	3	7
72	15,11	1	10
73	15,11	4	10
74	15,11	1	12
75	15,11	7	5
76	15,11	0	10
77	15,11	4	9
78	15,11	0	16
79	15,11	7	8
80	15,11	0	12
81	15,11	3	7
82	15,11	2	8
83	15,11	7	9
84	15,11	1	10
85	15,11	5	4
86	15,11	1	9
87	15,11	4	6
88	15,11	1	10
89	15,11	4	6
90	15,11	3	11
91	15,11	4	6
92	15,11	0	10
93	15,11	2	9
94	15,11	0	11
95	15,11	7	9
96	15,11	0	9
97	15,11	6	9
98	15,11	1	8
99	15,11	5	8
100	15,11	1	11
1	15,17,21,5	8	3
2	15,17,21,5	2	8
3	15,17,21,5	10	4
4	15,17,21,5	3	14
5	15,17,21,5	7	3
6	15,17,21,5	1	8
7	15,17,21,5	7	2
8	15,17,21,5	4	10
9	15,17,21,5	8	2
10	15,17,21,5	4	10
11	15,17,21,5	9	2
12	15,17,21,5	1	8
13	15,17,21,5	7	5
14	15,17,21,5	3	7
15	15,17,21,5	8	2
16	15,17,21,5	1	9
17	15,17,21,5	10	3
18	15,17,21,5	1	9
19	15,17,21,5	10	2
20	15,17,21,5	1	8
21	15,17,21,5	7	3
22	15,17,21,5	1	11
23	15,17,21,5	6	4
24	15,17,21,5	1	11
25	15,17,21,5	7	2
26	15,17,21,5	0	10
27	15,17,21,5	9	3
28	15,17,21,5	3	9
29	15,17,21,5	5	9
30	15,17,21,5	2	9
31	15,17,21,5	5	5
32	15,17,21,5	0	10
33	15,17,21,5	6	5
34	15,17,21,5	1	12
35	15,17,21,5	4	6
36	15,17,21,5	2	10
37	15,17,21,5	4	6
38	15,17,21,5	2	7
39	15,17,21,5	6	4
40	15,17,21,5	1	9
41	15,17,21,5	5	4
42	15,17,21,5	1	9
43	15,17,21,5	5	8
44	15,17,21,5	0	11
45	15,17,21,5	7	7
46	15,17,21,5	0	12
47	15,17,21,5	6	3
48	15,17,21,5	0	9
49	15,17,21,5	5	7
50	15,17,21,5	0	10
51	15,17,21,5	10	4
52	15,17,21,5	0	12
53	15,17,21,5	4	5
54	15,17,21,5	0	9
55	15,17,21,5	4	6
56	15,17,21,5	0	16
57	15,17,21,5	6	7
58	15,17,21,5	1	13
59	15,17,21,5	3	7
60	15,17,21,5	1	12
61	15,17,21,5	7	4
62	15,17,21,5	0	10
63	15,17,21,5	1	9
64	15,17,21,5	0	10
65	15,17,21,5	5	4
66	15,17,21,5	0	11
67	15,17,21,5	7	5
68	15,17,21,5	1	11
69	15,17,21,5	4	13
70	15,17,21,5	3	8
71	15,17,21,5	7	6
72	15,17,21,5	2	10
73	15,17,21,5	4	6
74	15,17,21,5	1	14
75	15,17,21,5	4	9
76	15,17,21,5	0	13
77	15,17,21,5	3	6
78	15,17,21,5	0	10
79	15,17,21,5	4	5
80	15,17,21,5	0	9
81	15,17,21,5	3	6
82	15,17,21,5	0	9
83	15,17,21,5	1	10
84	15,17,21,5	2	11
85	15,17,21,5	4	8
86	15,17,21,5	0	11
87	15,17,21,5	2	8
88	15,17,21,5	0	10
89	15,17,21,5	5	5
90	15,17,21,5	0	12
91	15,17,21,5	6	8
92	15,17,21,5	0	10
93	15,17,21,5	4	6
94	15,17,21,5	0	10
95	15,17,21,5	5	5
96	15,17,21,5	0	11
97	15,17,21,5	6	7
98	15,17,21,5	0	10
99	15,17,21,5	2	7
100	15,17,21,5	0	10
1	15,39,35	2	8
2	15,39,35	0	12
3	15,39,35	2	8
4	15,39,35	1	8
5	15,39,35	6	3
6	15,39,35	2	8
7	15,39,35	5	8
8	15,39,35	0	9
9	15,39,35	5	6
10	15,39,35	3	8
11	15,39,35	3	11
12	15,39,35	4	10
13	15,39,35	5	6
14	15,39,35	2	7
15	15,39,35	7	3
16	15,39,35	2	10
17	15,39,35	3	9
18	15,39,35	6	8
19	15,39,35	6	5
20	15,39,35	5	5
21	15,39,35	5	4
22	15,39,35	2	8
23	15,39,35	4	9
24	15,39,35	5	4
25	15,39,35	4	6
26	15,39,35	2	8
27	15,39,35	5	9
28	15,39,35	2	12
29	15,39,35	7	3
30	15,39,35	6	3
31	15,39,35	6	6
32	15,39,35	4	10
33	15,39,35	9	2
34	15,39,35	2	11
35	15,39,35	8	4
36	15,39,35	8	4
37	15,39,35	5	4
38	15,39,35	4	7
39	15,39,35	5	4
40	15,39,35	3	9
41	15,39,35	2	9
42	15,39,35	3	8
43	15,39,35	5	6
44	15,39,35	4	8
45	15,39,35	8	3
46	15,39,35	3	6
47	15,39,35	4	5
48	15,39,35	1	9
49	15,39,35	6	6
50	15,39,35	2	9
51	15,39,35	3	7
52	15,39,35	2	8
53	15,39,35	3	7
54	15,39,35	2	10
55	15,39,35	5	4
56	15,39,35	2	9
57	15,39,35	1	10
58	15,39,35	2	8
59	15,39,35	2	7
60	15,39,35	3	10
61	15,39,35	4	9
62	15,39,35	1	9
63	15,39,35	4	10
64	15,39,35	2	10
65	15,39,35	4	7
66	15,39,35	1	11
67	15,39,35	2	7
68	15,39,35	1	8
69	15,39,35	5	5
70	15,39,35	3	8
71	15,39,35	2	7
72	15,39,35	2	7
73	15,39,35	0	9
74	15,39,35	0	13
75	15,39,35	4	7
76	15,39,35	2	13
77	15,39,35	4	7
78	15,39,35	2	7
79	15,39,35	4	11
80	15,39,35	3	13
81	15,39,35	4	9
82	15,39,35	1	11
83	15,39,35	3	7
84	15,39,35	2	8
85	15,39,35	6	10
86	15,39,35	1	8
87	15,39,35	4	8
88	15,39,35	3	11
89	15,39,35	5	7
90	15,39,35	5	6
91	15,39,35	5	8
92	15,39,35	1	8
94	15,39,35	2	7
95	15,39,35	5	9
96	15,39,35	3	9
97	15,39,35	2	15
98	15,39,35	2	13
99	15,39,35	4	5
100	15,39,35	3	6
1	15,85,45	0	9
2	15,85,45	1	13
3	15,85,45	1	10
4	15,85,45	0	11
5	15,85,45	9	1
6	15,85,45	0	10
7	15,85,45	0	11
8	15,85,45	1	14
9	15,85,45	0	9
10	15,85,45	4	5
11	15,85,45	1	12
12	15,85,45	0	15
13	15,85,45	1	9
14	15,85,45	1	10
15	15,85,45	11	1
16	15,85,45	0	13
17	15,85,45	1	11
18	15,85,45	0	11
19	15,85,45	0	10
20	15,85,45	3	7
21	15,85,45	0	9
22	15,85,45	0	10
23	15,85,45	0	11
24	15,85,45	0	14
25	15,85,45	7	2
26	15,85,45	0	9
27	15,85,45	0	11
28	15,85,45	0	10
29	15,85,45	2	10
30	15,85,45	4	5
31	15,85,45	1	8
32	15,85,45	0	14
33	15,85,45	0	11
34	15,85,45	0	9
35	15,85,45	10	0
36	15,85,45	0	9
37	15,85,45	0	12
38	15,85,45	1	9
39	15,85,45	1	11
40	15,85,45	5	8
41	15,85,45	2	12
42	15,85,45	1	9
43	15,85,45	1	10
44	15,85,45	0	9
45	15,85,45	9	1
46	15,85,45	0	13
47	15,85,45	2	7
48	15,85,45	1	9
49	15,85,45	2	11
50	15,85,45	3	6
51	15,85,45	0	12
52	15,85,45	1	12
53	15,85,45	1	9
54	15,85,45	1	8
55	15,85,45	11	0
56	15,85,45	1	10
57	15,85,45	0	9
58	15,85,45	0	11
59	15,85,45	1	8
60	15,85,45	3	8
61	15,85,45	1	12
62	15,85,45	0	11
63	15,85,45	0	11
64	15,85,45	0	9
65	15,85,45	11	0
66	15,85,45	1	12
67	15,85,45	0	14
68	15,85,45	0	12
69	15,85,45	1	12
70	15,85,45	2	9
71	15,85,45	1	9
72	15,85,45	0	12
73	15,85,45	2	19
74	15,85,45	0	9
75	15,85,45	10	2
76	15,85,45	0	11
77	15,85,45	0	12
78	15,85,45	1	13
79	15,85,45	1	10
80	15,85,45	1	9
81	15,85,45	0	12
82	15,85,45	1	18
83	15,85,45	1	10
84	15,85,45	0	9
85	15,85,45	12	2
86	15,85,45	1	8
87	15,85,45	0	9
88	15,85,45	0	12
89	15,85,45	0	12
90	15,85,45	2	7
91	15,85,45	0	9
92	15,85,45	1	15
93	15,85,45	1	9
94	15,85,45	0	9
95	15,85,45	9	0
96	15,85,45	0	11
97	15,85,45	0	9
98	15,85,45	0	9
99	15,85,45	0	9
100	15,85,45	2	8
1	15,93	5	4
2	15,93	0	14
3	15,93	7	5
4	15,93	1	15
5	15,93	7	4
6	15,93	2	8
7	15,93	4	7
8	15,93	2	10
9	15,93	5	7
10	15,93	0	17
11	15,93	5	4
12	15,93	1	10
13	15,93	7	5
14	15,93	3	9
15	15,93	9	2
16	15,93	1	9
17	15,93	4	5
18	15,93	0	9
19	15,93	7	4
20	15,93	2	9
21	15,93	10	2
22	15,93	2	9
23	15,93	5	9
24	15,93	3	7
25	15,93	6	5
26	15,93	0	10
27	15,93	7	3
28	15,93	0	10
29	15,93	4	6
30	15,93	3	8
31	15,93	4	5
32	15,93	1	10
33	15,93	9	5
34	15,93	3	6
35	15,93	7	2
36	15,93	3	8
37	15,93	5	4
38	15,93	2	11
